id,admin0_nom,admin1_nom,admin2_nom,admin3_nom,homme_1998,homme_2009,femme_1998,femme_2009,source
691,Mali,Kidal,Abeibara,Abeibara,1943,2411,1736,2138,RGPH
692,Mali,Kidal,Abeibara,Boghassa,1308,1765,1289,1613,RGPH
693,Mali,Kidal,Abeibara,Tinzawatene,571,1312,516,1057,RGPH
694,Mali,Kidal,Tessalit,Adjelhoc,2699,4139,2502,3764,RGPH
695,Mali,Kidal,Kidal,Essouk,548,1289,463,1089,RGPH
696,Mali,Kidal,Tessalit,Tessalit,2612,2959,2460,2624,RGPH
697,Mali,Kidal,Tessalit,Timtaghene,752,1326,670,1143,RGPH
698,Mali,Bamako,Bamako,Commune I,99544,168308,95537,166587,RGPH
699,Mali,Bamako,Bamako,Commune II,63565,78690,62788,80670,RGPH
700,Mali,Bamako,Bamako,Commune III,49618,63792,50135,64874,RGPH
701,Mali,Bamako,Bamako,Commune IV,94196,152153,92004,152373,RGPH
702,Mali,Bamako,Bamako,Commune V,94933,206749,92634,206517,RGPH
703,Mali,Bamako,Bamako,Commune VI,113111,237951,108231,231702,RGPH
