Admin0_Nam,Pcode_Ad_0,Admin1_Nam,Pcode_Ad_1,Admin2_Nam,Pcode_Ad_2,Admin3_Nam,Pcode_Ad_3,annee,homme,femme,total,source
Mali,ML,Segou,ML04,Macina,ML0403,Tongue,ML040311,1998,2684,2764,5448,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Bassirou,ML050601,1998,639,730,1369,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Borondougou,ML050602,1998,3595,3639,7234,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Dialloube,ML050603,1998,10245,10459,20704,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Fatoma,ML050604,1998,5561,5891,11452,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Konna,ML050605,1998,13343,13384,26727,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Korombana,ML050606,1998,9332,9881,19213,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Koubaye,ML050607,1998,2456,2557,5013,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Kounari,ML050608,1998,6320,6334,12654,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Mopti Commune,ML050609,1998,39820,40652,80472,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Ouro Modi,ML050610,1998,1501,1648,3149,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Ouroube Doude,ML050611,1998,5230,5343,10573,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Sio,ML050613,1998,9048,9334,18382,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Socoura,ML050614,1998,12038,12216,24254,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Soye,ML050615,1998,8880,8841,17721,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Bandiagara Commune,ML050101,1998,5818,5681,11499,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Bara Sara,ML050102,1998,3497,3514,7011,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Borko,ML050103,1998,3114,3344,6458,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Dandoli,ML050104,1998,3518,3682,7200,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Diamnati,ML050105,1998,5073,5389,10462,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Dogani Bere,ML050106,1998,1563,1696,3259,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Doucoumbo,ML050107,1998,7288,7697,14985,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Dourou,ML050108,1998,8316,8347,16663,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Kassa,ML050509,1998,6551,6655,13206,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Kende,ML050109,1998,2044,2273,4317,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Kendie,ML050110,1998,8999,9594,18593,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Lowol Gueou,ML050111,1998,2775,2735,5510,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Metoumou,ML050112,1998,5191,5842,11033,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Ondougou,ML050113,1998,2137,2397,4534,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Pelou,ML050114,1998,1712,1769,3481,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Pignari,ML050115,1998,4475,4414,8889,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Pignari Bana,ML050116,1998,8930,9365,18295,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Sangha,ML050117,1998,11928,12492,24420,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Segue Ire,ML050118,1998,5248,5939,11187,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Soroly,ML050119,1998,2685,3053,5738,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Timiri,ML050120,1998,8951,8961,17912,RGPH
Mali,ML,Mopti,ML05,Bandiagara,ML0501,Wadouba,ML050121,1998,10217,10841,21058,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Bankass,ML050201,1998,11551,11826,23377,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Baye,ML050202,1998,5375,5580,10955,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Diallassagou,ML050203,1998,8374,8043,16417,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Dimbal Habe,ML050204,1998,6925,6777,13702,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Kani Bozon,ML050205,1998,5329,5193,10522,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Koulogon Habe,ML050206,1998,6327,6464,12791,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Lessagou Habe,ML050207,1998,5967,5891,11858,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Ouonkoro,ML050208,1998,8628,8533,17161,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Segue,ML050209,1998,8391,8543,16934,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Sokoura,ML050210,1998,14002,13455,27457,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Soubala,ML050211,1998,3621,3740,7361,RGPH
Mali,ML,Mopti,ML05,Bankass,ML0502,Tori,ML050212,1998,5903,5707,11610,RGPH
Mali,ML,Mopti,ML05,Youwarou,ML0508,Bimbere Tama,ML050801,1998,2775,2975,5750,RGPH
Mali,ML,Mopti,ML05,Youwarou,ML0508,Deboye,ML050802,1998,8071,8158,16229,RGPH
Mali,ML,Mopti,ML05,Youwarou,ML0508,Dirma,ML050803,1998,3373,3380,6753,RGPH
Mali,ML,Mopti,ML05,Youwarou,ML0508,Dongo,ML050804,1998,5189,6066,11255,RGPH
Mali,ML,Mopti,ML05,Youwarou,ML0508,Farimake,ML050805,1998,3381,3517,6898,RGPH
Mali,ML,Mopti,ML05,Youwarou,ML0508,N'dodjiga,ML050806,1998,8685,9164,17849,RGPH
Mali,ML,Mopti,ML05,Youwarou,ML0508,Youwarou,ML050807,1998,8339,8890,17229,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Dandougou Fakala,ML050301,1998,4036,4445,8481,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Derrary,ML050302,1998,2778,2993,5771,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Djenne Commune,ML050303,1998,9700,9858,19558,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Fakala,ML050304,1998,12464,12713,25177,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Femaye,ML050305,1998,6281,6762,13043,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Kewa,ML050306,1998,6690,7145,13835,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Madiama,ML050307,1998,4460,4345,8805,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Nema Badenyakafo,ML050308,1998,16517,17102,33619,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Niansanari,ML050309,1998,1854,2009,3863,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Ouro Ali,ML050310,1998,4076,4185,8261,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Pondori,ML050311,1998,3534,3702,7236,RGPH
Mali,ML,Mopti,ML05,Djenne,ML0503,Togue Mourari,ML050312,1998,3716,4186,7902,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Dallah,ML050401,1998,3288,3049,6337,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Dangol Bore,ML050402,1998,8826,9202,18028,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Debere,ML050403,1998,2574,2630,5204,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Dianwely,ML050404,1998,2995,2953,5948,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Djaptodji,ML050405,1998,13085,13469,26554,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Douentza Commune,ML050406,1998,6559,6579,13138,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Gandamia,ML050407,1998,1589,1514,3103,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Haire,ML050408,1998,9005,8945,17950,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Hombori,ML050409,1998,6446,6864,13310,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Kerena,ML050410,1998,993,856,1849,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Korarou,ML050411,1998,909,935,1844,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Koubewel Koundia,ML050412,1998,5101,5129,10230,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Mondoro,ML050413,1998,10840,10128,20968,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Petaka,ML050414,1998,2350,2285,4635,RGPH
Mali,ML,Mopti,ML05,Douentza,ML0504,Tedie,ML050415,1998,3332,3401,6733,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Bamba,ML050501,1998,4943,5367,10310,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Barapireli,ML050502,1998,5014,5183,10197,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Bondo,ML050503,1998,7381,7578,14959,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Diankabou,ML050504,1998,4189,4328,8517,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Dinangourou,ML050505,1998,10842,10949,21791,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Diougani,ML050506,1998,4043,4004,8047,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Dougoutene 1,ML050507,1998,7243,7320,14563,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Dougoutene 2,ML050508,1998,7784,8232,16016,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Koporo Pen,ML050510,1998,7643,7667,15310,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Koporokendie Na,ML050511,1998,7341,7165,14506,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Koro,ML050512,1998,21043,20759,41802,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Madougou,ML050513,1998,11039,11103,22142,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Pel Maoude,ML050514,1998,6226,6296,12522,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Yoro,ML050515,1998,6513,6507,13020,RGPH
Mali,ML,Mopti,ML05,Koro,ML0505,Youdiou,ML050516,1998,6846,6735,13581,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Diafarabe,ML050701,1998,6288,6586,12874,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Diaka,ML050702,1998,8333,8799,17132,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Diondiori,ML050703,1998,8106,8539,16645,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Kareri,ML050704,1998,9246,9146,18392,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Ouro Ardo,ML050705,1998,4999,5318,10317,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Ouro Guire,ML050706,1998,3234,3418,6652,RGPH
Mali,ML,Mopti,ML05,Mopti,ML0506,Sasalbe,ML050612,1998,2365,2437,4802,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Sougoulbe,ML050707,1998,2996,2874,5870,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Tenenkou Commune,ML050708,1998,3630,4045,7675,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Togoro Kotia,ML050709,1998,4852,5215,10067,RGPH
Mali,ML,Mopti,ML05,Tenenkou,ML0507,Toguere-Coumbe,ML050710,1998,10591,11022,21613,RGPH
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Alafia,ML060501,1998,3682,3818,7500,RGPH
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Ber,ML060502,1998,4006,3865,7871,RGPH
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Bourem Inaly,ML060503,1998,3806,4544,8350,RGPH
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Lafia,ML060504,1998,3503,4011,7514,RGPH
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Salam,ML060505,1998,3776,3485,7261,RGPH
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Tombouctou,ML060506,1998,14767,14965,29732,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Arham,ML060101,1998,1039,1203,2242,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Binga,ML060102,1998,1973,2038,4011,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Bourem Sidi Amar,ML060103,1998,2885,2839,5724,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Dangha,ML060104,1998,3603,3613,7216,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Dire,ML060105,1998,6412,7019,13431,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Garbakoira,ML060106,1998,2300,2327,4627,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Haibongo,ML060107,1998,5112,5434,10546,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Kirchamba,ML060108,1998,1449,1620,3069,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Kondi,ML060109,1998,1119,1205,2324,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Sareyamou,ML060110,1998,6045,6443,12488,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Tienkour,ML060111,1998,1965,2128,4093,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Tindirma,ML060112,1998,2380,2542,4922,RGPH
Mali,ML,Tombouctou,ML06,Dire,ML0601,Tinguereguif,ML060113,1998,1115,1152,2267,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Adarmalane,ML060201,1998,929,1031,1960,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Alzounoub,ML060202,1998,1934,1840,3774,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Bintagoungou,ML060203,1998,2947,3212,6159,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Douekire,ML060204,1998,6015,6623,12638,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Doukouria,ML060205,1998,1232,1199,2431,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Essakane,ML060206,1998,4553,4577,9130,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Gargando,ML060207,1998,3345,3313,6658,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Goundam Commune,ML060208,1998,4411,4619,9030,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Issa Bery,ML060209,1998,2202,2472,4674,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Kaneye,ML060210,1998,1013,1039,2052,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,M'bouna,ML060211,1998,2204,2545,4749,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Razelma,ML060212,1998,1796,1715,3511,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tele,ML060213,1998,2755,2734,5489,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tilemsi,ML060214,1998,981,912,1893,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tin Aicha,ML060215,1998,951,977,1928,RGPH
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tonka,ML060216,1998,18059,19762,37821,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Bambara Maoude,ML060301,1998,4740,4895,9635,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Banikane,ML060302,1998,2511,2971,5482,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Gossi,ML060303,1998,4514,4944,9458,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Hamzakoma,ML060304,1998,1628,1855,3483,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Haribomo,ML060305,1998,3311,3220,6531,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Inadiatafane,ML060306,1998,2077,2078,4155,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Ouinerden,ML060307,1998,1838,1948,3786,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Rharous,ML060308,1998,7022,8133,15155,RGPH
Mali,ML,Tombouctou,ML06,Gourma-Rharous,ML0603,Serere,ML060309,1998,2752,3197,5949,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Banikane Narhawa,ML060401,1998,7846,8472,16318,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Dianke,ML060402,1998,3569,3635,7204,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Fittouga,ML060403,1998,10464,10569,21033,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Koumaira,ML060404,1998,5540,5550,11090,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Lere,ML060405,1998,5583,5621,11204,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,N'gorkou,ML060406,1998,8006,7687,15693,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Soboundou,ML060407,1998,13905,14290,28195,RGPH
Mali,ML,Tombouctou,ML06,Niafunke,ML0604,Soumpi,ML060408,1998,4455,4708,9163,RGPH
Mali,ML,Gao,ML07,Gao,ML0703,Anchawadi,ML070301,1998,5609,5186,10795,RGPH
Mali,ML,Gao,ML07,Gao,ML0703,Gabero,ML070302,1998,8737,10034,18771,RGPH
Mali,ML,Gao,ML07,Gao,ML0703,Gao,ML070303,1998,25486,26715,52201,RGPH
Mali,ML,Gao,ML07,Gao,ML0703,Gounzoureye,ML070304,1998,9783,10187,19970,RGPH
Mali,ML,Gao,ML07,Gao,ML0703,N'tillit,ML070305,1998,5186,4887,10073,RGPH
Mali,ML,Gao,ML07,Gao,ML0703,Sony Aliber,ML070306,1998,14181,15635,29816,RGPH
Mali,ML,Gao,ML07,Gao,ML0703,Tilemsi,ML070307,1998,923,751,1674,RGPH
Mali,ML,Gao,ML07,Ansongo,ML0701,Ansongo,ML070101,1998,9903,10888,20791,RGPH
Mali,ML,Gao,ML07,Ansongo,ML0701,Bara,ML070102,1998,4557,5018,9575,RGPH
Mali,ML,Gao,ML07,Ansongo,ML0701,Bourra,ML070103,1998,6484,6396,12880,RGPH
Mali,ML,Gao,ML07,Ansongo,ML0701,Ouattagouna,ML070104,1998,10492,10491,20983,RGPH
Mali,ML,Gao,ML07,Ansongo,ML0701,Talataye,ML070105,1998,4657,4189,8846,RGPH
Mali,ML,Gao,ML07,Ansongo,ML0701,Tessit,ML070106,1998,3041,2795,5836,RGPH
Mali,ML,Gao,ML07,Ansongo,ML0701,Tin Hama,ML070107,1998,1770,1717,3487,RGPH
Mali,ML,Gao,ML07,Bourem,ML0702,Bamba,ML070201,1998,10159,11576,21735,RGPH
Mali,ML,Gao,ML07,Bourem,ML0702,Bourem,ML070202,1998,9739,11488,21227,RGPH
Mali,ML,Gao,ML07,Bourem,ML0702,Taboye,ML070203,1998,7627,8745,16372,RGPH
Mali,ML,Gao,ML07,Bourem,ML0702,Tarkint,ML070204,1998,3838,3603,7441,RGPH
Mali,ML,Gao,ML07,Bourem,ML0702,Temera,ML070205,1998,6550,7342,13892,RGPH
Mali,ML,Gao,ML07,Menaka,ML0704,Alata,ML070405,1998,NA,NA,NA,RGPH
Mali,ML,Gao,ML07,Menaka,ML0704,Anderamboukane,ML070401,1998,5857,5181,11038,RGPH
Mali,ML,Gao,ML07,Menaka,ML0704,Inekar,ML070402,1998,2831,2346,5177,RGPH
Mali,ML,Gao,ML07,Menaka,ML0704,Menaka,ML070403,1998,7592,7189,14781,RGPH
Mali,ML,Gao,ML07,Menaka,ML0704,Tidermene,ML070404,1998,2210,1971,4181,RGPH
Mali,ML,Kidal,ML08,Kidal,ML0802,Anefif,ML080201,1998,2328,1997,4325,RGPH
Mali,ML,Kidal,ML08,Kidal,ML0802,Kidal,ML080203,1998,5750,5409,11159,RGPH
Mali,ML,Kidal,ML08,Tin-Essako,ML0804,Intadjedite,ML080402,1998,NA,NA,NA,RGPH
Mali,ML,Kidal,ML08,Tin-Essako,ML0804,Tin Essako,ML080401,1998,1421,1133,2554,RGPH
Mali,ML,Kidal,ML08,Abeibara,ML0801,Abeibara,ML080101,1998,1943,1736,3679,RGPH
Mali,ML,Kidal,ML08,Abeibara,ML0801,Boghassa,ML080102,1998,1308,1289,2597,RGPH
Mali,ML,Kidal,ML08,Abeibara,ML0801,Tinzawatene,ML080103,1998,571,516,1087,RGPH
Mali,ML,Kidal,ML08,Tessalit,ML0803,Adjelhoc,ML080301,1998,2699,2502,5201,RGPH
Mali,ML,Kidal,ML08,Kidal,ML0802,Essouk,ML080202,1998,548,463,1011,RGPH
Mali,ML,Kidal,ML08,Tessalit,ML0803,Tessalit,ML080302,1998,2612,2460,5072,RGPH
Mali,ML,Kidal,ML08,Tessalit,ML0803,Timtaghene,ML080303,1998,752,670,1422,RGPH
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune I,ML090101,1998,99544,95537,195081,RGPH
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune II,ML090102,1998,63565,62788,126353,RGPH
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune III,ML090103,1998,49618,50135,99753,RGPH
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune IV,ML090104,1998,94196,92004,186200,RGPH
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune V,ML090105,1998,94933,92634,187567,RGPH
Mali,ML,Bamako,ML09,Bamako,ML0901,Commune VI,ML090106,1998,113111,108231,221342,RGPH
